Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_32_brier,0_32_san,32_64_brier,32_64_san,64_96_brier,64_96_san,96_129_brier,96_129_san,129_161_brier,129_161_san,161_193_brier,161_193_san,193_226_brier,193_226_san,226_258_brier,226_258_san,258_290_brier,258_290_san,290_323_brier,290_323_san,acc,brier,san
microsoft/phi-1_5,Phi,1.3,0.15,1.17,0.438864678,0.529010239,0.637920733,0.722178374,0.408899386,0.124336619,0.511112784,0.341463415,miscrosoft,202306.0,0.4246546076,bdsrc,,,,0.011229454392530154,0.6846764807857172,0.8231429109702177,0.6317676567795251,0.9233665194572747,0.6146616081842763,0.9350456109789064,0.5881192063343215,0.9725664312170311,0.6483022894457499,0.9782071445581757,0.680564145312958,0.9903091919722912,0.6385768433776973,0.9914668887450213,0.6297637452291941,0.998191786429639,0.6917468209915915,0.9987741244488513,0.7124966578314266,0.10526315789473684,0.8632747088199322,0.6520148831091703
EleutherAI/pythia-1b-deduped,Pythia,1.0,0.3,1.8,0.242710646,0.290955631,0.496514639,0.535911602,0.389393782,0.011372252,0.56099166,0.042682927,EleutherAI,202302.0,0.2493946731,bdsrc,,,,0.2553680918145586,0.44695719527698924,0.4846201900744824,0.43660957304055126,0.7838182880387445,0.41699955944107836,0.8737988324777309,0.41320981687369324,0.8784241647171828,0.4136564325950251,0.9150989398052147,0.40976987313571855,0.8851370289751358,0.4144466725618586,0.9417661315626116,0.4062557378145585,0.9649979678313574,0.4661267032747782,0.9732646644713764,0.4885324836411091,0.13622291021671826,0.7966985081068506,0.43132581578343077
EleutherAI/pythia-410m-deduped,Pythia,0.41,0.3,0.738,0.259888196,0.248293515,0.412865963,0.543804262,0.409475786,0.0030326,0.536312165,0.012195122,EleutherAI,202302.0,0.2551630822,bdsrc,,,,0.17917457059091485,0.2357758210872962,0.4439716596493082,0.17395542937870073,0.680204547167119,0.16248176874763962,0.9580136873867893,0.22894796920585458,0.9790520271103085,0.2417876271221626,0.9803464222380783,0.2013582298762417,0.9878394866158029,0.24953237366611805,0.994209300152758,0.23707347336547913,0.9976326521022442,0.25139796331366293,0.998516611563361,0.29545197590081235,0.12693498452012383,0.8213966583653864,0.22805676944897743
EleutherAI/pythia-6.9b-deduped,Pythia,6.9,0.3,12.42,0.264809441,0.412969283,0.670483967,0.640883978,0.351945849,0.016679303,0.652470454,0.085365854,EleutherAI,202302.0,0.2605754166,bdsrc,,,,0.09436088486721186,0.7345388055523016,0.5343857576525962,0.6856820816536664,0.7740037917136031,0.6686378560432599,0.8988652023947645,0.6482180456194111,0.9349923853069001,0.6935361707995706,0.9626158579080818,0.7163122568135998,0.9782564356795771,0.7066242184207118,0.9869864749012848,0.7164297114262681,0.9954225968064312,0.7548055966930862,0.9982339855058928,0.8082130613070172,0.11455108359133127,0.8171371626970381,0.7133714707859805
EleutherAI/pythia-2.8b-deduped,Pythia,2.8,0.3,5.04,0.267846374,0.362627986,0.60655248,0.602209945,0.355597823,0.008339651,0.639989047,0.048780488,EleutherAI,202302.0,0.2663438257,bdsrc,,,,0.258206588726259,0.4766373950239901,0.5176825551423041,0.510745718971395,0.7007496049971572,0.4517020207247022,0.8427893218116358,0.4446964647349063,0.9097918827782353,0.4920951966488346,0.9482971276712862,0.5009738816547242,0.9642853745247124,0.5011740398428316,0.9860125923513641,0.5358588626112969,0.9929868285245934,0.5662285736130249,0.9972138623914051,0.6351407879388878,0.12074303405572756,0.8129436291149669,0.5116690570556768
EleutherAI/pythia-12b-deduped,Pythia,12.0,0.3,21.6,0.256306029,0.413822526,0.702648875,0.664561957,0.329988729,0.014404852,0.682420515,0.115853659,EleutherAI,202302.0,0.2617148554,bdsrc,,,,0.05905117401407256,0.5824867791883858,0.6408481156244353,0.5215601457160483,0.8931884406629964,0.512170831442837,0.975292404232481,0.49124851187328444,0.9677412419587643,0.5707088404083253,0.9886554767980767,0.5955692173617583,0.9974819618987223,0.5899291956447466,0.9982417490625842,0.5504463943242617,0.9988452665713263,0.6589122088252729,0.999517393289914,0.67660499421167,0.11455108359133127,0.8531762072168699,0.5750655433734383
EleutherAI/pythia-70m-deduped,Pythia,0.07,0.3,0.126,0.25260507,0.210750853,0.271659032,0.496448303,0.475143855,0.0,0.510099914,0.0,EleutherAI,202302.0,0.2573707449,bdsrc,,,,0.576098080799091,0.024830954644459988,0.6250745218009155,0.03705442215992626,0.7879336599264283,0.024482470806591636,0.8726026887410955,0.02620048188437002,0.8987668695398393,0.0239758138617179,0.780791339456355,0.022552678492746316,0.895997596662193,0.020335137702115966,0.8649761119211478,0.019131949502625967,0.8956385495926079,0.018501244147870903,0.9283566442959437,0.02464196396186795,0.13312693498452013,0.8134257304558491,0.02416657997772672
EleutherAI/pythia-1.4b-deduped,Pythia,1.4,0.3,2.52,0.255554967,0.326791809,0.549591715,0.573007103,0.386584645,0.008339651,0.594062854,0.042682927,EleutherAI,202302.0,0.2502492522,bdsrc,,,,0.05942064151887634,0.6040118098758774,0.5893842721422519,0.4141320018704442,0.8869014682606937,0.49580780109613576,0.9554972766500053,0.4899435945723527,0.9680706253600189,0.543852979215367,0.9789645318575408,0.5424849075727493,0.9873463932405534,0.4889551225493794,0.9964478061959922,0.47815014514027276,0.9961900446915274,0.574311090821843,0.996969052143787,0.5836344667309104,0.11764705882352941,0.8428048306749051,0.5215220390281837
EleutherAI/pythia-160m-deduped,Pythia,0.16,0.3,0.288,0.24860575,0.240614334,0.313881697,0.513812155,0.443404464,0.00227445,0.523599803,0.0,EleutherAI,202302.0,0.2527417747,bdsrc,,,,0.21483812493231816,0.09976933809930534,0.39247658897408333,0.11679055392316602,0.7216401850288743,0.0909896613021697,0.968975955015317,0.09397524913918029,0.9845973577544821,0.09277202934426859,0.9866981988388356,0.1022614765589242,0.9895450572816529,0.13442128026500652,0.9958290206053215,0.11554397615353115,0.993802181231738,0.14713209276975925,0.9964477860065452,0.1737450179080382,0.12074303405572756,0.8259757999372044,0.11690081474346564
bigscience/bloom-560m,BLOOM,0.56,0.341,1.14576,0.242154121,0.247440273,0.371539534,0.519337017,0.424442817,0.0030326,0.578551515,0.006097561,bigscience(huggingface),202207.0,0.2444096283,rllab,,,,0.30149417556820657,0.01960050789397899,0.44777896034603265,0.018188157240193577,0.7211199638526721,0.01673976969595737,0.8963008262875138,0.01538664063794123,0.9207642121535758,0.02005430458858655,0.9149310243339579,0.017493905511516507,0.8968524382560172,0.016500110117442564,0.9410147643061397,0.01745571423714427,0.9577486867772134,0.016503494531630417,0.9788371093925872,0.01571081915579014,0.1393188854489164,0.7988573979402517,0.017349433824882313
bigscience/bloom-1b1,BLOOM,1.1,0.341,2.2506,0.267021483,0.283276451,0.427803226,0.55011839,0.41797167,0.00227445,0.609512962,0.0,bigscience(huggingface),202207.0,0.2658453212,rllab,,,,0.28306003619313214,0.003927886111981491,0.528636825477182,0.003469748937826294,0.7252044524384578,0.004207185399827037,0.8805998625280778,0.0029878219459625386,0.8929180968721208,0.004089382549121843,0.8960274523400186,0.0036363394465386257,0.9015163618381524,0.0034744651399481793,0.8827477658999607,0.0035732940286477078,0.9545663929128453,0.0030590430739550444,0.9787366590064781,0.0027648903422971606,0.13003095975232198,0.7935891574599947,0.003514888546946121
bigscience/bloom-3b,BLOOM,3.0,0.341,6.138,0.265925092,0.357508532,0.543716391,0.576164167,0.40572463,0.015163002,0.664767416,0.018292683,bigscience(huggingface),202207.0,0.2593647629,rllab,,,,0.24660579394746113,0.004742154601441623,0.4369384015716686,0.004330121424470842,0.7373557848970479,0.00454442314662616,0.8579814431797624,0.004293141540912428,0.8994484017324461,0.004591053656460196,0.9340449069619962,0.004737735638974918,0.9572271919690033,0.0045840900930016765,0.977189898328084,0.004387954277325454,0.9926039566148632,0.0049385810310534186,0.9966429804677628,0.004555610139323324,0.13003095975232198,0.8048454858360975,0.00456962396086724
